cdata_datasetID,cdata_coreName,cdata_altCoreName,cdata_collectTime,cdata_minYear,cdata_maxYear,cdata_archiveSpecies,cdata_isDatabaseDuplicate,cdata_dataCoverageGroup,cdata_coralNotes,geo_latitude,geo_longitude,geo_siteName,geo_siteName2,geo_elevation,geo_elevationNotes,dating_refDate,dating_UThDate,dating_14CDate,dating_notes,meths_primaryVariablesList,meths_additionalVariablesList,meths_TEMethod,meths_TEMethodMachine,meths_isotopeMethod,meths_isotopeMethodMachine,meths_luminMethod,meths_luminMethodMachine,meths_altMethodInfo,meths_methodNotes,meths_hasResolutionNominal,meths_resolutionMin,meths_resolutionMax,meths_resolutionMean,meths_resolutionMedian,meths_resolutionMode,meths_isAnomaly,cdata_chronologyNotes,meths_coralExtensionRate,meths_coralExtensionRateNotes,meths_tissueThickness,meths_jcpMeasured,meths_jcpSrCaValue,meths_SrCaAnalyticalPrecision,meths_SrCaAnalyticalPrecisionUnits,meths_UCaAnalyticalPrecision,meths_UCaAnalyticalPrecisionUnits,meths_d18OAnalyticalPrecision,meths_d18OAnalyticalPrecisionUnits,meths_altPrecisionList,meths_altAnalyticalPrecision,meths_altAnalyticalPrecisionUnits,meths_archiveDiagenesisCheck,calib_isSSTCalibration,calib_useSSTCalibration,calib_hasAlternateCalibration,calib_notes,calib_isComposite,calib_compositeList,calib_SSTdata,calib_fitPeriod,calib_hasCentredEquation,calib_centredEquationNotes,calib_method,calib1_equationIntercept,calib1_equationSlope,calib1_equationSlopeUncertainty,calib1_equationR2,calib2_equationIntercept,calib2_equationSlope,calib2_equationSlopeUncertainty,calib2_equationR2,calib3_equationIntercept,calib3_equationSlope,calib3_equationSlopeUncertainty,calib3_equationR2,pub1_firstauthor,pub1_year,pub1_doi,pub1_citation,pub1_authors,pub1_title,pub1_journal,pub1_doiData,pub_altDataURL,pub2_firstauthor,pub2_year,pub2_doi,pub2_citation,pub2_authors,pub2_title,pub2_journal,pub2_altDataURL,pub3_firstauthor,pub3_year,pub3_doi,pub3_citation,pub3_authors,pub3_title,pub3_journal,pub3_altDataUrl,pub_isCoreIDOtherStudy,pub_coreIDOtherStudyList
LO11CID01,CID01A,NA,1992-03,1825,1990,Porites sp.,F,1,,-20.27,148.93,Cid Harbour Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002052,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,De'ath et al. 2009; Lewis et al. 2012; Lough 2007; Lough & Barnes 1997
LO11CNR01,CNR01B,NA,1985-06,1888,1983,Porites sp.,F,2,,-15.13,145.32,Conical Rock Reef,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002053,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,De'ath et al. 2009; Lough & Barnes 1997
LO11COO01,COO01E,NA,1988-05,1844,1985,Porites sp.,F,1,,-18.03,146.18,Coombe Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002054,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; Lough 2007; Lough & Barnes 1997
LO11DUN01,DUN02A,NA,1988-06,1868,1987,Porites sp.,F,1,,-17.95,146.17,Dunk Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002055,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,F,NA
LO11GPI01,GPI02A,NA,1986-02,1881,1984,Porites sp.,T,1,,-18.68,146.58,Great Palm Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002056,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,De'ath et al. 2009; Hendy et al. 2002; Hendy et al. 2003a; Hendy et al. 2003b; Lough 2007; Lough & Barnes 1997
LO11HAV01,HAV01A,NA,1988-06,1639,1985,Porites sp.,T,1,,-18.85,146.55,Havannah Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002057,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,D'Olivo et al. 2022; Hendy et al. 2002; Hendy et al. 2003a; Hendy et al. 2003b; De'ath et al. 2009;  Isdale et al. 1998; Lough & Barnes 1997; McCulloch et al. 2003; Hendy et al. 2012; Lough 2007; Lough et al. 2015; Palmer et al. 2015; 
LO11HKO01,HKO01B,NA,1984-09,1661,1984,Porites sp.,F,1,,-20.07,148.95,Hook Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002059,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; Lough 2007; Lough & Barnes 1997
LO11HKO02,SNH01A,NA,1992-03,1820,1991,Porites sp.,F,1,,-20.1,148.9,Hook Island,Stonehaven Bay,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002060,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,De'ath et al. 2009; Lough & Barnes 1997
LO11HMP01,HMP01B,NA,1999-08,1685,1995,Porites sp.,T,1,,-23.2,151,Humpy Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002058,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Cantin & Lough 2019; D'Olivo et al. 2022; Lough 2007
LO11LUP01,LUP01C,NA,1984-09,1826,1983,Porites sp.,F,1,,-20.28,149.12,Lupton Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002061,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; Lough 2007; Lough & Barnes 1997
LO11MAG01,MAG01D,NA,1987-05,1814,1985,Porites sp.,T,1,,-19.15,146.87,Magnetic Island,Geoffrey Bay,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002062,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; D'Olivo et al. 2022; De'ath et al. 2009; Erler et al. 2016; Lewis et al. 2007; Lough 2007; Lough & Barnes 1997
LO11NMI01,NMI01B,NA,1984-09,1882,1983,Porites sp.,F,1,,-20.23,148.8,North Molle Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002064,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; Lough 2007; Lough & Barnes 1997
LO11NOR01,NOR01B,NA,1985-06,1874,1984,Porites sp.,F,1,,-17.2,146.1,Normanby Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002063,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; D'Olivo et al. 2022; Lough 2007
LO11PAN01,PAN07B,NA,1984-07,1891,1984,Porites sp.,F,2,,-18.82,146.43,Pandora Reef,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002065,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; Lough 2007
LO11SMI01,SMI01C,NA,1985-09,1855,1981,Porites sp.,F,1,,-20.27,148.83,South Molle Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981.",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002066,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; Cantin et al. 2019b; De'ath et al. 2009; Lough 2007; Lough & Barnes 1997
LO14NEL01,NEL03A,NA,Fossil,-4098,-4032,Porites sp.,F,2,Recovered during construction of Nelly Bay Harbour in 2001.,-19,147,Magnetic Island,Nelly Bay,NA,Fossil,-4032,NA,NA,Chronology internally cross checked between samples and age of coral determined according to assigned year difference from NEL01D top/youngest year (year 232-298 NEL03A to year 0 NEL01D).,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,Cross-dated luminescence time series for absolute chronology in conjunction with 14C dates of other Lough et al. 2014 coral pieces. Relative chronology started at max year 232 and ends at min year 298 and assigned appropriate calendar age (BCE) for archiving.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes; SEM & TS,F,F,T,Annual (October to September) Burdekin river flow reconstruction = –0.231 + exp ((0.437) + (4.324*coral))),F,NA,NA,1972-2002,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2014,10.1002/2014pa002630,"Lough, J.M., Llewellyn, L.E., Lewis, S.E., Turney, C.S.M., Palmer, J.G., Cook, C.G. & Hogg, A.G. (2014), 'Evidence for suppressed mid-Holocene northeastern Australian monsoon variability from coral luminescence', Paleoceanography, vol. 29, no. 6, pp. 581-594, 10.1002/2014pa002630","Lough, J.M., Llewellyn, L.E., Lewis, S.E., Turney, C.S.M., Palmer, J.G., Cook, C.G. & Hogg, A.G. ",Evidence for suppressed mid-Holocene northeastern Australian monsoon variability from coral luminescence,Paleoceanography,10.25921/brfb-ry52,,,,,,,,,,,,,,,,,,F,NA
